Index,Carrier,Year,Service category,Request,Code type,Code,Description of service,Number of requests per code,Approval rate,Initially denied then approved - approval rate,Expedited - Avg response time,Standard - Avg response time,Extenuating circumstances - Avg response time,Expedited - Number of requests,Standard - Number of requests,Extenuating circumstances - Number of requests,Drug name,Drug code,Drug brand names
2131,Carrier C,2021,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A7034,NASAL APPLICATION DEVICE,3691,0.98,0,2,8,0,209,3482,0,NA,NA,NA
2132,Carrier C,2021,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0439,STATIONARY LIQUID 02,539,0.97,0,5,27,0,226,313,0,NA,NA,NA
2133,Carrier C,2021,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0143,WALKER FOLDING WHEELED ADJUSTABLE OR FIXED HEIGHT,690,0.97,0,10,28,0,354,336,0,NA,NA,NA
2134,Carrier C,2021,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0604,DME ELECTRIC BREAST PUMP KIT RENTAL,1252,0.96,0,2,28,0,669,583,0,NA,NA,NA
2135,Carrier C,2021,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0118,CRUTCH SUBSTITUTE LOWER LEG PLATFORM WITH OR WITHOUT WHEELS EACH,574,0.95,0,4,40,0,290,284,0,NA,NA,NA
2136,Carrier C,2021,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0601,CPAP DEVICE,4746,0.92,0,4,43,0,1485,3261,0,NA,NA,NA
2137,Carrier C,2021,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L3260,POST-OP SHOE CANVAS,268,1,0,0,7,0,4,264,0,NA,NA,NA
2138,Carrier C,2021,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L1846,KO W ADJ FLEX/EXT ROTAT MOLD,108,1,0,0,7,0,12,96,0,NA,NA,NA
2139,Carrier C,2021,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E0849,TRACTION EQUIPCERVICALFREE STANDTRACTION FORCE OTHER THAN MANDIBLE,75,1,0,1,20,0,2,73,0,NA,NA,NA
2140,Carrier C,2021,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L7520,REPAIR PROSTH DEV LABOR PER 15 MIN,72,1,0,5,45,0,9,63,0,NA,NA,NA
2141,Carrier C,2021,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E0156,SEAT ATTACHMENT WALKER,111,1,0,2,26,0,52,59,0,NA,NA,NA
2142,Carrier C,2021,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L4386,WALKING BOOT PREFAB NONPNEUMATIC,46,1,0,3,33,0,1,45,0,NA,NA,NA
2143,Carrier C,2021,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E0484,OSCILLATORY POSITIVE EXPIRATORY PRESSURE DEV NONELEC ANY TYPE EACH,47,1,0,1,32,0,10,37,0,NA,NA,NA
2144,Carrier C,2021,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E0100,CANES OF ANY MATERIAL,48,1,0,0,13,0,18,30,0,NA,NA,NA
2145,Carrier C,2021,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,A4338,INDWELLING CATH LATEX,117,1,0,1,6,0,102,15,0,NA,NA,NA
2146,Carrier C,2021,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E0165,COMMODE CHAIR STATIONARY,42,1,0,1,29,0,28,14,0,NA,NA,NA
2147,Carrier C,2021,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,K0739,REPAIR OR NONROUTN SVC DME OTHER THAN O2 EQUIPREQ TECH SKILLPER 15 MINS,215,0,0.01,11,87,0,50,165,0,NA,NA,NA
2148,Carrier C,2021,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,A6549,GRADIENT COMPRESSION STOCKING/SLEEVE NOS,165,0,0.01,34,89,0,11,154,0,NA,NA,NA
2149,Carrier C,2021,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,E0766,ELECT STIMULATION DEV USED FOR CANCER TX INCL ALL ACCESS ANY TYPE,29,0,0.07,22,117.5,0,5,24,0,NA,NA,NA
2150,Carrier C,2021,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,L5700,REPLACE SOCKET BEL KNEE PT MODEL,20,0,0.05,13,133,0,1,19,0,NA,NA,NA
2151,Carrier C,2021,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,L5673,ADDTN TO LOW EXTRMTY BELOW/ABOVE KNEECUSTOM FABUSE W/LOCKING MECH,19,0,0.05,0,80,0,1,18,0,NA,NA,NA
2152,Carrier C,2021,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,B4105,IN-LINE CARTRIDGE CONTAINING DIGESTIVE ENZYME(S) ENTERAL FEEDING EA,2,0,0.5,0,74.5,0,0,2,0,NA,NA,NA
2153,Carrier C,2021,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,E1028,WHEELCHAIR ACCESS MANUAL SWINGAWAY MULT POWER OPTION POSITION ACCESS,2,0,0,0,311.5,0,0,2,0,NA,NA,NA
2154,Carrier C,2021,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,21089,UNLISTED MAXILLOFACIAL PROSTH PROC,1,0,1,0,98,0,0,1,0,NA,NA,NA
2155,Carrier C,2021,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,K0848,PWR WHEELCHAIR GRP 3 STNDRD SLING/SOLID SEAT/BACKCAP UP TO/INCL 300 LBS,1,0,1,0,306,0,0,1,0,NA,NA,NA
2156,Carrier C,2021,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,A4427,OSTOMY POUCH DRAINABLE USE ON BARRIER W LOCKING,1,0,1,74,0,0,1,0,0,NA,NA,NA
2157,Carrier C,2021,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,367,SURGERY,72,1,0,0,77,0,0,72,0,NA,NA,NA
2158,Carrier C,2021,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,59400,FULL ROUT OBSTE CAREVAGINAL DELIV,120,0.98,0,4,29,0,6,114,0,NA,NA,NA
2159,Carrier C,2021,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,120,ROOM AND BOARD,13731,0.98,0,12,37,0,13688,43,0,NA,NA,NA
2160,Carrier C,2021,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,58150,TOTAL ABDOM HYSTERECTOMY,34,0.97,0,3,20,0,17,17,0,NA,NA,NA
2161,Carrier C,2021,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,59510,FULL ROUT OBSTE CARECESAREAN DELIV,97,0.95,0,7,42,0,13,84,0,NA,NA,NA
2162,Carrier C,2021,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,43644,LAP GASTRIC BYPASS/ROUX-EN-Y,33,0.91,0,0,72,0,0,33,0,NA,NA,NA
2163,Carrier C,2021,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,44204,COLECTOMY LAP PARTIAL W/ ANAST,51,0.88,0,4,24,0,8,43,0,NA,NA,NA
2164,Carrier C,2021,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,22558,ARTHRODESIS ANT INTERBODY W/ DISKECTOMY LU,26,0.65,0,23,160,0,2,24,0,NA,NA,NA
2165,Carrier C,2021,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99214,OFFICE VISIT E&M EST PT MODERATE MDM 30-39 MINS,31,0.65,0,26,76,0,7,24,0,NA,NA,NA
2166,Carrier C,2021,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,128,ROOM AND BOARD,174,0.49,0,13,53,0,173,1,0,NA,NA,NA
2167,Carrier C,2021,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,367,SURGERY,72,1,0,0,77,0,0,72,0,NA,NA,NA
2168,Carrier C,2021,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,32663,THORACOSCOPY SURG W/ LOBECTOMY TOTAL/SEGMEN,10,1,0,0,33,0,1,9,0,NA,NA,NA
2169,Carrier C,2021,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,55970,INTERSEX SURG MALE TO FEMALE,9,1,0,0,67,0,0,9,0,NA,NA,NA
2170,Carrier C,2021,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,33427,VAL-PLASTY MITRAL VAL W/BYPASS RAD CONS W/WO RING,8,1,0,0,7,0,0,8,0,NA,NA,NA
2171,Carrier C,2021,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,44620,CLOSE ENTEROSTOMY LARGE/SMALL INTESTINE,10,1,0,3,22,0,3,7,0,NA,NA,NA
2172,Carrier C,2021,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,45380,COLONOSCOPY W/ BX SINGLE/MULT,9,1,0,1,18,0,2,7,0,NA,NA,NA
2173,Carrier C,2021,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,44207,LAP SURG COLECT PART W/ANASTOM W/COLOPROCTOST,14,1,0,2,8,0,10,4,0,NA,NA,NA
2174,Carrier C,2021,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,58210,RAD ABD HYST W/ BILAT PEL LYMPHADENECTOMY,8,1,0,10,42,0,4,4,0,NA,NA,NA
2175,Carrier C,2021,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,33361,REPLACE AORTIC VALVE PERQ FEMORAL ARTRY APPROACH,7,1,0,13,128,0,6,1,0,NA,NA,NA
2176,Carrier C,2021,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,762,MISC SERVICES,23,1,0,0,0,0,23,0,0,NA,NA,NA
2177,Carrier C,2021,Inpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,Revenue,120,ROOM AND BOARD,13731,0,0,12,37,0,13688,43,0,NA,NA,NA
2178,Carrier C,2021,Inpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,50220,NEPHREC W/ PART URETERECT OPEN W/ RIB RESECT,12,0,0.08,11,37,0,2,10,0,NA,NA,NA
2179,Carrier C,2021,Inpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,Revenue,128,ROOM AND BOARD,174,0,0.02,13,53,0,173,1,0,NA,NA,NA
2180,Carrier C,2021,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,126,ROOM AND BOARD,239,0.99,0,51,0,0,239,0,0,NA,NA,NA
2181,Carrier C,2021,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,900,OTHER THERAPY SERV,368,0.97,0,24,2,0,367,1,0,NA,NA,NA
2182,Carrier C,2021,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,128,ROOM AND BOARD,378,0.97,0,25,0,0,378,0,0,NA,NA,NA
2183,Carrier C,2021,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,124,ROOM AND BOARD,867,0.97,0,11,90,0,863,4,0,NA,NA,NA
2184,Carrier C,2021,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,126,ROOM AND BOARD,239,0.99,0,51,0,0,239,0,0,NA,NA,NA
2185,Carrier C,2021,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,900,OTHER THERAPY SERV,368,0.97,0,24,2,0,367,1,0,NA,NA,NA
2186,Carrier C,2021,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,128,ROOM AND BOARD,378,0.97,0,25,0,0,378,0,0,NA,NA,NA
2187,Carrier C,2021,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,124,ROOM AND BOARD,867,0.97,0,11,90,0,863,4,0,NA,NA,NA
2188,Carrier C,2021,Inpatient MH-SUD,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,Revenue,124,ROOM AND BOARD,867,0,0,11,90,0,863,4,0,NA,NA,NA
2189,Carrier C,2021,Inpatient MH-SUD,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,Revenue,900,OTHER THERAPY SERV,368,0,0.01,24,2,0,367,1,0,NA,NA,NA
2190,Carrier C,2021,Inpatient MH-SUD,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,Revenue,128,ROOM AND BOARD,378,0,0,25,0,0,378,0,0,NA,NA,NA
2191,Carrier C,2021,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,NA,MISC SERVICES,6340,0.99,0,11,45,0,6339,1,0,NA,NA,NA
2192,Carrier C,2021,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,76380,CT SCAN LIMITED OR LOCALIZED F/U STUDY,2458,0.98,0,3,17,0,691,1767,0,NA,NA,NA
2193,Carrier C,2021,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,45380,COLONOSCOPY W/ BX SINGLE/MULT,10887,0.98,0,2,11,0,495,10392,0,NA,NA,NA
2194,Carrier C,2021,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,73218,MRI UPPER EXTREMITY,3263,0.97,0,4,17,0,478,2785,0,NA,NA,NA
2195,Carrier C,2021,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,43235,UPPER GI ENDO DX (SEP PROC),3180,0.97,0,2,12,0,407,2773,0,NA,NA,NA
2196,Carrier C,2021,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97124,THERA PROC 1+ AREAS EA 15 MIN MASSAGE,11498,0.96,0,2,5,0,259,11239,0,NA,NA,NA
2197,Carrier C,2021,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99214,OFFICE VISIT E&M EST PT MODERATE MDM 30-39 MINS,108237,0.95,0,7,19,0,11935,96302,0,NA,NA,NA
2198,Carrier C,2021,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97802,MED NUTRIT THRPY INIT ASSESS 15 MIN,2884,0.95,0,8,27,0,138,2746,0,NA,NA,NA
2199,Carrier C,2021,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97110,THERA PROC 1+ AREAS EA 15 MIN THERA EXERCISES,14314,0.91,0,10,24,0,740,13574,0,NA,NA,NA
2200,Carrier C,2021,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99202,OFFICE VISIT E&M NEW PT STRAIGHTFORWARD MDM 15-29 MINS,3472,0.89,0,14,44,0,549,2923,0,NA,NA,NA
2201,Carrier C,2021,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,76885,ECHOGRAPHY OF INFANT HIPS DYNAMIC,217,1,0,105,62,0,10,207,0,NA,NA,NA
2202,Carrier C,2021,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,S9098,HOME PHOTOTHERAPY VISIT,77,1,0,0,32,0,0,77,0,NA,NA,NA
2203,Carrier C,2021,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,96160,ADM OF HEALTH RISK ASSESS PATIENT FOCUS W/SCORE,76,1,0,0,14,0,0,76,0,NA,NA,NA
2204,Carrier C,2021,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,19083,BX BREAST W/ DEVICE IMAGING PERC FIRST LESION W/ US GUIDE,87,1,0,3,19,0,21,66,0,NA,NA,NA
2205,Carrier C,2021,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,11102,TANGENTIAL BIOPSY OF SKIN FIRST LESION,75,1,0,1,12,0,9,66,0,NA,NA,NA
2206,Carrier C,2021,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,57420,COLPOSCOPY ENTIRE VAGINA W/CERVIX IF PRESENT,53,1,0,0,7,0,4,49,0,NA,NA,NA
2207,Carrier C,2021,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,31622,BRONCHOSCOPY RIGID/FLEX  W/WO CELL WASH (SEP PROC),56,1,0,8,35,0,18,38,0,NA,NA,NA
2208,Carrier C,2021,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,20670,REM IMPLANT SUPERFICIAL (SEP PROC),50,1,0,1,26,0,13,37,0,NA,NA,NA
2209,Carrier C,2021,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,58301,REM IUD COMPLICATED W/DEVICE (NOT HEMOSTAT),45,1,0,6,21,0,8,37,0,NA,NA,NA
2210,Carrier C,2021,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,65855,TRABECULOPLASTY LASER SURG 1+ SESSIONS,48,1,0,9,22,0,15,33,0,NA,NA,NA
2211,Carrier C,2021,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,53854,TRANSURETHRAL DESTRUCT PROSTAT TISSUEBY RADIOFRQ WATER THERMOTHERPY,7,0,0.29,0,166,0,0,7,0,NA,NA,NA
2212,Carrier C,2021,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,15830,EXCISION EXCESS SKIN & SUBQU TISSUE ABDOMEN,6,0,0.33,25,121,0,1,5,0,NA,NA,NA
2213,Carrier C,2021,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,42145,PALATOPHARYNGOPLASTY,5,0,0.4,0,164,0,0,5,0,NA,NA,NA
